VehicleID,FuelTime,FuelLevel,Speed,Address,DistanceMeters,TimeGapMinutes,SegmentID,IsSegmentStart,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,FlagFuelZero,FlagLongGap,FlagLargeDelta,FlagSuspiciousGap,QualityFlag,QualityReason,FeatureStatus
24H-04053,2026-07-29 00:00:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,,1,1,,,212.2,,1.0,0,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:05:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,2.0,0,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:10:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,3.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:15:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,4.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:20:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:25:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:30:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:35:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:40:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:45:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
24H-04053,2026-07-29 00:50:00,212.2,0,"Tỉnh Lộ 152, Xã Khánh Hòa, Tỉnh Lào Cai",0.0,5.0,1,0,0.0,0.0,212.2,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID
